,userId,movieId,rating,timestamp
0,1,31,2.5,1260759144
1,1,1029,3.0,1260759179
2,1,1061,3.0,1260759182
3,1,1129,2.0,1260759185
4,1,1172,4.0,1260759205
5,1,1263,2.0,1260759151
6,1,1287,2.0,1260759187
7,1,1293,2.0,1260759148
8,1,1339,3.5,1260759125
9,1,1343,2.0,1260759131
10,1,1371,2.5,1260759135
11,1,1405,1.0,1260759203
12,1,1953,4.0,1260759191
13,1,2105,4.0,1260759139
14,1,2150,3.0,1260759194
15,1,2193,2.0,1260759198
16,1,2294,2.0,1260759108
17,1,2455,2.5,1260759113
18,1,2968,1.0,1260759200
19,1,3671,3.0,1260759117
20,2,10,4.0,835355493
21,2,17,5.0,835355681
22,2,39,5.0,835355604
23,2,47,4.0,835355552
24,2,50,4.0,835355586
25,2,52,3.0,835356031
26,2,62,3.0,835355749
27,2,110,4.0,835355532
28,2,144,3.0,835356016
29,2,150,5.0,835355395
30,2,153,4.0,835355441
31,2,161,3.0,835355493
32,2,165,3.0,835355441
33,2,168,3.0,835355710
34,2,185,3.0,835355511
35,2,186,3.0,835355664
36,2,208,3.0,835355511
37,2,222,5.0,835355840
38,2,223,1.0,835355749
39,2,225,3.0,835355552
40,2,235,3.0,835355664
41,2,248,3.0,835355896
42,2,253,4.0,835355511
43,2,261,4.0,835355681
44,2,265,5.0,835355697
45,2,266,5.0,835355586
46,2,272,3.0,835355767
47,2,273,4.0,835355779
48,2,292,3.0,835355492
49,2,296,4.0,835355395
50,2,300,3.0,835355532
51,2,314,4.0,835356044
52,2,317,2.0,835355551
53,2,319,1.0,835355918
54,2,339,3.0,835355492
55,2,349,4.0,835355441
56,2,350,4.0,835355697
57,2,356,3.0,835355628
58,2,357,3.0,835355749
59,2,364,3.0,835355604
60,2,367,3.0,835355619
61,2,370,2.0,835355932
62,2,371,3.0,835355968
63,2,372,3.0,835356094
64,2,377,3.0,835355710
65,2,382,3.0,835356165
66,2,405,2.0,835356246
67,2,410,3.0,835355532
68,2,454,4.0,835355604
69,2,457,3.0,835355511
70,2,468,4.0,835355790
71,2,474,2.0,835355828
72,2,480,4.0,835355643
73,2,485,3.0,835355918
74,2,497,3.0,835355880
75,2,500,4.0,835355731
76,2,508,4.0,835355860
77,2,509,4.0,835355719
78,2,515,4.0,835355817
79,2,527,4.0,835355731
80,2,537,4.0,835356199
81,2,539,3.0,835355767
82,2,550,3.0,835356109
83,2,551,5.0,835355767
84,2,552,3.0,835355860
85,2,585,5.0,835355817
86,2,586,3.0,835355790
87,2,587,3.0,835355779
88,2,588,3.0,835355441
89,2,589,5.0,835355697
90,2,590,5.0,835355395
91,2,592,5.0,835355395
92,2,593,3.0,835355511
93,2,616,3.0,835355932
94,2,661,4.0,835356141
95,2,720,4.0,835355978
96,3,60,3.0,1298861675
97,3,110,4.0,1298922049
98,3,247,3.5,1298861637
99,3,267,3.0,1298861761
100,3,296,4.5,1298862418
101,3,318,5.0,1298862121
102,3,355,2.5,1298861589
103,3,356,5.0,1298862167
104,3,377,2.5,1298923242
105,3,527,3.0,1298862528
106,3,588,3.0,1298922100
107,3,592,3.0,1298923247
108,3,593,3.0,1298921840
109,3,595,2.0,1298923260
110,3,736,3.5,1298932787
111,3,778,4.0,1298863157
112,3,866,3.0,1298861687
113,3,1197,5.0,1298932770
114,3,1210,3.0,1298921795
115,3,1235,4.0,1298861628
116,3,1271,3.0,1298861605
117,3,1378,4.0,1298861658
118,3,1580,3.5,1298922089
119,3,1721,4.5,1298923236
120,3,1884,4.0,1298863143
121,3,2028,4.0,1298921862
122,3,2318,4.0,1298861753
123,3,2513,3.0,1298861789
124,3,2694,3.0,1298862710
125,3,2702,3.5,1298861796
126,3,2716,3.0,1298924017
127,3,2762,3.5,1298922057
128,3,2841,4.0,1298861733
129,3,2858,4.0,1298921825
130,3,2959,5.0,1298862874
131,3,3243,3.0,1298861968
132,3,3510,4.0,1298861633
133,3,3949,5.0,1298863174
134,3,5349,3.0,1298923266
135,3,5669,3.5,1298862672
136,3,6377,3.0,1298922080
137,3,7153,2.5,1298921787
138,3,7361,3.0,1298922065
139,3,8622,3.5,1298861650
140,3,8636,3.0,1298932766
141,3,27369,3.5,1298862555
142,3,44191,3.5,1298932740
143,3,48783,4.5,1298862361
144,3,50068,4.5,1298862467
145,3,58559,3.0,1298922071
146,3,84236,4.0,1298922130
147,4,10,4.0,949810645
148,4,34,5.0,949919556
149,4,112,5.0,949810582
150,4,141,5.0,949919681
151,4,153,4.0,949811346
152,4,173,3.0,949811346
153,4,185,3.0,949920047
154,4,260,5.0,949779042
155,4,289,4.0,949778802
156,4,296,5.0,949895708
157,4,329,3.0,949810618
158,4,349,5.0,949810582
159,4,356,5.0,949919763
160,4,357,5.0,949919681
161,4,364,5.0,949949538
162,4,367,4.0,949895887
163,4,380,3.0,949810534
164,4,410,3.0,949919883
165,4,431,3.0,949895772
166,4,434,4.0,949810688
167,4,435,1.0,949920135
168,4,440,4.0,949919802
169,4,442,4.0,949920028
170,4,464,4.0,949811315
171,4,480,5.0,949810582
172,4,541,5.0,949779091
173,4,588,5.0,949949486
174,4,589,5.0,949919938
175,4,590,3.0,949810534
176,4,594,5.0,949949538
177,4,596,5.0,949949638
178,4,610,4.0,949982238
179,4,616,5.0,949949444
180,4,858,5.0,949779022
181,4,903,5.0,949919189
182,4,910,4.0,949919306
183,4,913,5.0,949919247
184,4,919,5.0,949949396
185,4,1011,4.0,949919454
186,4,1016,4.0,949919322
187,4,1022,5.0,949949638
188,4,1028,5.0,949949638
189,4,1030,5.0,949896377
190,4,1031,5.0,949896377
191,4,1032,5.0,949949538
192,4,1033,5.0,949949638
193,4,1036,5.0,949896244
194,4,1073,5.0,949919372
195,4,1079,5.0,949811523
196,4,1089,5.0,949895732
197,4,1097,5.0,949778771
198,4,1125,5.0,949919399
199,4,1127,5.0,949896275
